TIMESTAMP,PREDICCION,PROB1,PREDICCION_2,PROB2
09:42:08,Act05,0.3303740086785286,Act21,0.16312741489660976
09:42:09,Act05,0.3303740086785286,Act21,0.16312741489660976
09:42:10,Act05,0.3303740086785286,Act21,0.16312741489660976
09:42:11,Act05,0.3303740086785286,Act21,0.16312741489660976
09:42:12,Act05,0.3303740086785286,Act21,0.16312741489660976
09:42:13,Act05,0.3303740086785286,Act21,0.16312741489660976
09:42:14,Act05,0.3303740086785286,Act21,0.16312741489660976
09:42:15,Act05,0.3303740086785286,Act21,0.16312741489660976
09:42:16,Act05,0.3303740086785286,Act21,0.16312741489660976
09:42:17,Act05,0.3303740086785286,Act21,0.16312741489660976
09:42:18,Act05,0.3303740086785286,Act21,0.16312741489660976
09:42:19,Act05,0.3303740086785286,Act21,0.16312741489660976
09:42:20,Act05,0.3303740086785286,Act21,0.16312741489660976
09:42:21,Act05,0.3303740086785286,Act21,0.16312741489660976
09:42:22,Act05,0.3303740086785286,Act21,0.16312741489660976
09:42:23,Act05,0.3303740086785286,Act21,0.16312741489660976
09:42:24,Act05,0.3303740086785286,Act21,0.16312741489660976
09:42:25,Act05,0.3303740086785286,Act21,0.16312741489660976
09:42:26,Act05,0.3303740086785286,Act21,0.16312741489660976
09:42:27,Act05,0.3303740086785286,Act21,0.16312741489660976
09:42:28,Act05,0.3303740086785286,Act21,0.16312741489660976
09:42:29,Act05,0.3303740086785286,Act21,0.16312741489660976
09:42:30,Act05,0.3303740086785286,Act21,0.16312741489660976
09:42:31,Act05,0.3303740086785286,Act21,0.16312741489660976
09:42:32,Act05,0.3303740086785286,Act21,0.16312741489660976
09:42:33,Act05,0.3303740086785286,Act21,0.16312741489660976
09:42:34,Act05,0.3303740086785286,Act21,0.16312741489660976
09:42:35,Act05,0.3303740086785286,Act21,0.16312741489660976
09:42:36,Act05,0.3303740086785286,Act21,0.16312741489660976
09:42:37,Act05,0.3303740086785286,Act21,0.16312741489660976
09:42:38,Act05,0.3303740086785286,Act21,0.16312741489660976
09:42:39,Act05,0.3303740086785286,Act21,0.16312741489660976
09:42:40,Act05,0.3303740086785286,Act21,0.16312741489660976
09:42:41,Act05,0.3303740086785286,Act21,0.16312741489660976
09:42:42,Act05,0.3303740086785286,Act21,0.16312741489660976
09:42:43,Act05,0.3303740086785286,Act21,0.16312741489660976
09:42:44,Act05,0.3303740086785286,Act21,0.16312741489660976
09:42:45,Act05,0.3303740086785286,Act21,0.16312741489660976
09:42:46,Act05,0.3303740086785286,Act21,0.16312741489660976
09:42:47,Act05,0.3303740086785286,Act21,0.16312741489660976
09:42:48,Act05,0.3303740086785286,Act21,0.16312741489660976
09:42:49,Act05,0.3303740086785286,Act21,0.16312741489660976
09:42:50,Act05,0.3303740086785286,Act21,0.16312741489660976
09:42:51,Act05,0.3303740086785286,Act21,0.16312741489660976
09:42:52,Act05,0.3303740086785286,Act21,0.16312741489660976
09:42:53,Act05,0.3303740086785286,Act21,0.16312741489660976
09:42:54,Act05,0.3303740086785286,Act21,0.16312741489660976
09:42:55,Act05,0.3303740086785286,Act21,0.16312741489660976
09:42:56,Act05,0.3303740086785286,Act21,0.16312741489660976
09:42:57,Act05,0.3303740086785286,Act21,0.16312741489660976
09:42:58,Act05,0.3303740086785286,Act21,0.16312741489660976
09:42:59,Act05,0.3303740086785286,Act21,0.16312741489660976
09:43:00,Act05,0.3303740086785286,Act21,0.16312741489660976
09:43:01,Act05,0.3303740086785286,Act21,0.16312741489660976
09:43:02,Act05,0.3303740086785286,Act21,0.16312741489660976
09:43:03,Act05,0.3303740086785286,Act21,0.16312741489660976
09:43:04,Act05,0.3303740086785286,Act21,0.16312741489660976
09:43:05,Act05,0.3303740086785286,Act21,0.16312741489660976
09:43:06,Act05,0.3303740086785286,Act21,0.16312741489660976
09:43:07,Act05,0.3303740086785286,Act21,0.16312741489660976
09:43:08,Act05,0.3303740086785286,Act21,0.16312741489660976
09:43:09,Act05,0.3303740086785286,Act21,0.16312741489660976
09:43:10,Act05,0.3303740086785286,Act21,0.16312741489660976
09:43:11,Act05,0.3303740086785286,Act21,0.16312741489660976
09:43:12,Act05,0.3303740086785286,Act21,0.16312741489660976
09:43:13,Act05,0.3303740086785286,Act21,0.16312741489660976
09:43:14,Act05,0.3303740086785286,Act21,0.16312741489660976
09:43:15,Act05,0.3303740086785286,Act21,0.16312741489660976
09:43:16,Act05,0.3303740086785286,Act21,0.16312741489660976
09:43:17,Act05,0.3303740086785286,Act21,0.16312741489660976
09:43:18,Act05,0.3303740086785286,Act21,0.16312741489660976
09:43:19,Act05,0.3303740086785286,Act21,0.16312741489660976
09:43:20,Act05,0.3303740086785286,Act21,0.16312741489660976
09:43:21,Act05,0.3303740086785286,Act21,0.16312741489660976
09:43:22,Act05,0.3303740086785286,Act21,0.16312741489660976
09:43:23,Act05,0.3303740086785286,Act21,0.16312741489660976
09:43:24,Act05,0.3303740086785286,Act21,0.16312741489660976
09:43:25,Act05,0.3303740086785286,Act21,0.16312741489660976
09:43:26,Act05,0.3303740086785286,Act21,0.16312741489660976
09:43:27,Act05,0.3303740086785286,Act21,0.16312741489660976
09:43:28,Act05,0.3303740086785286,Act21,0.16312741489660976
