TIMESTAMP,PREDICCION,PROB1,PREDICCION_2,PROB2
17:04:13,Act07,0.31231582487955534,Act04,0.14620494682739527
17:04:14,Act07,0.31231582487955534,Act04,0.14620494682739527
17:04:15,Act07,0.31231582487955534,Act04,0.14620494682739527
17:04:16,Act07,0.31231582487955534,Act04,0.14620494682739527
17:04:17,Act07,0.31231582487955534,Act04,0.14620494682739527
17:04:18,Act07,0.31231582487955534,Act04,0.14620494682739527
17:04:19,Act07,0.31231582487955534,Act04,0.14620494682739527
17:04:20,Act07,0.31231582487955534,Act04,0.14620494682739527
17:04:21,Act07,0.31231582487955534,Act04,0.14620494682739527
17:04:22,Act07,0.31231582487955534,Act04,0.14620494682739527
17:04:23,Act07,0.31231582487955534,Act04,0.14620494682739527
17:04:24,Act07,0.31231582487955534,Act04,0.14620494682739527
17:04:25,Act07,0.31231582487955534,Act04,0.14620494682739527
17:04:26,Act07,0.31231582487955534,Act04,0.14620494682739527
17:04:27,Act07,0.31231582487955534,Act04,0.14620494682739527
17:04:28,Act07,0.31231582487955534,Act04,0.14620494682739527
17:04:29,Act07,0.31231582487955534,Act04,0.14620494682739527
17:04:30,Act07,0.31231582487955534,Act04,0.14620494682739527
17:04:31,Act07,0.31231582487955534,Act04,0.14620494682739527
17:04:32,Act07,0.31231582487955534,Act04,0.14620494682739527
17:04:33,Act07,0.31231582487955534,Act04,0.14620494682739527
17:04:34,Act07,0.31231582487955534,Act04,0.14620494682739527
17:04:35,Act07,0.31231582487955534,Act04,0.14620494682739527
17:04:36,Act07,0.31231582487955534,Act04,0.14620494682739527
17:04:37,Act07,0.31231582487955534,Act04,0.14620494682739527
17:04:38,Act07,0.31231582487955534,Act04,0.14620494682739527
17:04:39,Act07,0.31231582487955534,Act04,0.14620494682739527
17:04:40,Act07,0.31231582487955534,Act04,0.14620494682739527
17:04:41,Act07,0.31231582487955534,Act04,0.14620494682739527
17:04:42,Act07,0.31231582487955534,Act04,0.14620494682739527
17:04:43,Act07,0.31231582487955534,Act04,0.14620494682739527
17:04:44,Act07,0.31231582487955534,Act04,0.14620494682739527
17:04:45,Act07,0.31231582487955534,Act04,0.14620494682739527
17:04:46,Act07,0.31231582487955534,Act04,0.14620494682739527
17:04:47,Act07,0.31231582487955534,Act04,0.14620494682739527
17:04:48,Act07,0.31231582487955534,Act04,0.14620494682739527
17:04:49,Act07,0.31231582487955534,Act04,0.14620494682739527
17:04:50,Act07,0.31231582487955534,Act04,0.14620494682739527
17:04:51,Act15,0.8121941416061854,Act10,0.18780585839381458
17:04:52,Act15,0.8121941416061854,Act10,0.18780585839381458
17:04:53,Act07,0.31231582487955534,Act04,0.14620494682739527
17:04:54,Act15,0.5729545733035906,Act04,0.22554980561076035
17:04:55,Act15,0.8824575258884346,Act17,0.11754247411156539
17:04:56,Act04,0.8050473408847351,Act07,0.194952659115265
17:04:57,Act15,0.9716204207050352,Act04,0.028379579294964798
17:04:58,Act15,0.8824575258884346,Act17,0.11754247411156539
17:04:59,Act04,0.8050473408847351,Act07,0.194952659115265
17:05:00,Act04,0.8050473408847351,Act07,0.194952659115265
17:05:01,Act04,0.9233187233220241,Act15,0.05132881730091358
17:05:02,Act04,0.9233187233220241,Act15,0.05132881730091358
17:05:03,Act04,0.9233187233220241,Act15,0.05132881730091358
17:05:04,Act04,0.49306100806264785,Act01,0.243226894086794
17:05:05,Act04,0.9233187233220241,Act15,0.05132881730091358
17:05:06,Act04,0.9233187233220241,Act15,0.05132881730091358
17:05:07,Act01,0.4263749689325793,Act04,0.28519074031529196
17:05:08,Act01,0.4263749689325793,Act04,0.28519074031529196
17:05:09,Act01,0.4263749689325793,Act04,0.28519074031529196
17:05:10,Act01,0.4263749689325793,Act04,0.28519074031529196
17:05:11,Act01,0.4263749689325793,Act04,0.28519074031529196
17:05:12,Act04,0.9233187233220241,Act15,0.05132881730091358
17:05:13,Act04,0.9233187233220241,Act15,0.05132881730091358
17:05:14,Act04,0.9233187233220241,Act15,0.05132881730091358
17:05:15,Act04,0.8126056398453401,Act01,0.14281805461709088
17:05:16,Act04,0.9304589987027254,Act01,0.04205087009061127
17:05:17,Act04,0.9304589987027254,Act01,0.04205087009061127
17:05:18,Act04,0.9758837894716701,Act17,0.024116210528329973
17:05:19,Act04,0.9233187233220241,Act15,0.05132881730091358
17:05:20,Act04,0.9233187233220241,Act15,0.05132881730091358
17:05:21,Act04,0.9233187233220241,Act15,0.05132881730091358
17:05:22,Act04,0.8126056398453401,Act01,0.14281805461709088
17:05:23,Act04,0.8126056398453401,Act01,0.14281805461709088
17:05:24,Act07,0.31231582487955534,Act04,0.14620494682739527
17:05:25,Act07,0.31231582487955534,Act04,0.14620494682739527
17:05:26,Act01,0.4263749689325793,Act04,0.28519074031529196
17:05:27,Act04,0.8126056398453401,Act01,0.14281805461709088
17:05:28,Act04,0.9233187233220241,Act15,0.05132881730091358
17:05:29,Act04,0.9233187233220241,Act15,0.05132881730091358
17:05:30,Act04,0.9233187233220241,Act15,0.05132881730091358
17:05:31,Act04,0.9233187233220241,Act15,0.05132881730091358
17:05:32,Act04,0.9758837894716701,Act17,0.024116210528329973
17:05:33,Act04,0.9758837894716701,Act17,0.024116210528329973
17:05:34,Act04,0.9304589987027254,Act01,0.04205087009061127
17:05:35,Act04,0.9304589987027254,Act01,0.04205087009061127
17:05:36,Act04,0.9304589987027254,Act01,0.04205087009061127
17:05:37,Act04,0.9304589987027254,Act01,0.04205087009061127
17:05:38,Act04,0.9304589987027254,Act01,0.04205087009061127
17:05:39,Act04,0.9758837894716701,Act17,0.024116210528329973
17:05:40,Act04,0.9233187233220241,Act15,0.05132881730091358
17:05:41,Act04,0.9233187233220241,Act15,0.05132881730091358
17:05:42,Act04,0.9233187233220241,Act15,0.05132881730091358
17:05:43,Act04,0.9233187233220241,Act15,0.05132881730091358
17:05:44,Act01,0.4263749689325793,Act04,0.28519074031529196
17:05:45,Act01,0.4263749689325793,Act04,0.28519074031529196
17:05:46,Act01,0.4263749689325793,Act04,0.28519074031529196
17:05:47,Act01,0.4263749689325793,Act04,0.28519074031529196
17:05:48,Act01,0.4263749689325793,Act04,0.28519074031529196
17:05:49,Act01,0.4263749689325793,Act04,0.28519074031529196
17:05:50,Act01,0.4263749689325793,Act04,0.28519074031529196
17:05:51,Act07,0.31231582487955534,Act04,0.14620494682739527
17:05:52,Act07,0.31231582487955534,Act04,0.14620494682739527
